Id,Name,Description,Observation,Unity,Created at,Updated at,supply_area_id
2266,CK NAC 10x20 ml UV AA,CK NAC 10x20 ml UV AA, - ,Equipo, - ,18 de Febrero de 2011 09:46,254
2267,CK NMB AA Líquida,CK NMB AA Líquida, - ,Equipo, - ,13 de Junio de 2012 11:01,254
2268,Colestat enzimatico de Wiener por 1000 ml,Colestat enzimatico de Wiener por 1000 ml, - ,Equipo, - ,18 de Febrero de 2011 09:46,254
2269,Colesterol Enzimático x 1000 ml.,Colesterol Enzimático x 1000 ml., - ,Equipo, - ,25 de Julio de 2012 06:25,254
2270,Colesterol liquido AA 4 x 100 ml .,Colesterol liquido AA 4 x 100 ml., - ,Equipo, - ,18 de Febrero de 2011 09:46,254
2271,Creatinina AA cinética x 120 determinaciones.,CREATININA AA CINETICA X 120 DET., - ,Equipo, - ,18 de Febrero de 2011 09:46,254
2272,Cubeta de Muestra. Env x 1000 u.,Cubeta de muestra para METROLAB 2300 PLUS, - ,Envase, - ,4 de Octubre de 2013 09:58,254
2273,Bidón de Lavado del M-2300.,Bidón de Lavado metrolab 2300., - ,Unidad, - ,13 de Junio de 2012 11:02,485
2274,PAPEL DE IMPRESION,PAPEL PARA IMPRESION ACL CAJAS X 5 ROLLOS, - ,Rollo, - ,22 de Diciembre de 2011 11:53,485
2275,Vasos plasticos descartables meck,"Vasos plasticos descartables meck,caja con  6 envases conteniendo 500 pocillos cada envase, para ser utilizado en contador hematologico meck de nihon kohden.", - ,Envase, - ,6 de Junio de 2012 11:42,485
2276,Tubuladuras Sysmex F-500 Cod. 442-5296-8 x 10.,"Envases por 10 unidades de tubuladuras de silicona 2,4 mm. por 4,4 mmod. para contador hematologico sysmex f 500 cat.", - ,Set, - ,22 de Diciembre de 2011 11:57,271
2277,Act Diff Pack Coulter.,ACT DIFF PACK x 15 litros Coulter., - ,Envase, - ,22 de Diciembre de 2011 11:53,485
2278,Calibrador Coulter S-Cal,Calibrador Coulter S-Cal, - ,Unidad, - ,22 de Diciembre de 2011 11:53,485
2279,Cinta Impresora Epson LQ-590.,Cinta Impresora Epson LQ-590 para Contador Hematológico Coulter Max-m, - ,Unidad, - ,22 de Diciembre de 2011 11:53,485
2280,Control 5-c- Coulter T-540 y Max M,Control 5-c- Coulter T-540 y Max M, - ,Envase, - ,22 de Diciembre de 2011 11:53,485
2281,Coulter clenz x 5 l T-540 y Max M,Limpiador coulter clenz por 5 l. para contador hematologico coulter t 540., - ,Envase, - ,22 de Diciembre de 2011 11:53,485
2282,"Isoton III, libre azida coulter bidon x 20 lt.- T-540 y Max M","Isoton III, libre azida-coulter, bidon por 20 litros, para contador hematologico coulter t 540 y Max-M", - ,Envase, - ,22 de Diciembre de 2011 11:53,485
2283,Latron control para T-540 y Max M,Latron control para T-540 y Max M, - ,Envase, - ,22 de Diciembre de 2011 11:53,485
2284,Latron primer para T-540 y Max M,Latron primer para T-540 y Max M, - ,Envase, - ,22 de Diciembre de 2011 11:53,485
2285,Transductor N° 5 Sysmex F-500.,Transductor nº 5 para contador hematologico sysmex f 500., - ,Unidad, - ,6 de Junio de 2012 12:17,485
2286,Lyse III libre azida coulter x 480 ml T-540 y Max M,Lyse III-libre de azida coulter envase por 480 ml. para contador hematologico coulter t 540 y Max M, - ,Envase, - ,22 de Diciembre de 2011 11:53,485
2287,Stromatolyser 3WP 3X500 ml.,Equipo Stromatolyser 3WP 3x500 ml., - ,Envase, - ,6 de Junio de 2012 12:17,485
2288,Scater pack para T-540 y Max M,Scater pack para T-540 y Max M, - ,Envase, - ,22 de Diciembre de 2011 11:53,485
2289,5 c + tripack para coulter max m,S c + tripack para coulter max m, - ,Envase, - ,22 de Diciembre de 2011 11:54,485
2290,Aplicadores para Proteinogramas SEBIA.,Aplicadores para Proteinogramas SEBIA., - ,Envase, - ,16 de Agosto de 2013 07:11,267
2291,Equipo de Proteinograma.,EQUIPO DE PROTEINOGRAMA EN GEL DE AGAROSA SEBIA X 300 DETERMINACIONES., - ,Equipo, - ,18 de Febrero de 2011 09:46,267
2292,Equipo para separación de Hemoglobinas en Gel de Agarosa.,EQUIPO PARA SEPARACION DE HEMOGLOBINAS EN GEL DE AGAROSA HYDRAGEL POR 70 DETERMINACIONES, - ,Equipo, - ,18 de Febrero de 2011 09:46,267
2293,Kit de antisueros mas solución fijadora. Ref 4335,Kit de antisueros mas solución fijadora. Ref 4335, - ,Kit, - ,30 de Julio de 2012 09:07,267
2294,Hidragel 3 csf ref:4350(incluye kit antisueros),Hidragel 3 csf(incluye kit antisueros), - ,Envase, - ,18 de Febrero de 2011 09:46,267
2295,Hydragel 15 proteinas 150 Sebia,Hydragel 15 proteinas 150 Sebia, - ,Equipo, - ,18 de Febrero de 2011 09:46,267
2296,Hydragel 7 proteinas 70 test SEBIA.,Hydragel 7proteinas 70 test SEBIA., - ,Equipo, - ,18 de Febrero de 2011 09:46,267
2297,Hydragel Proteinuria Sebia.,HIDRAGEL PROTEINURIA X 50 TEST SEBIA EN AGAROSA, - ,Equipo, - ,18 de Febrero de 2011 09:46,267
2298,Kit de inmunofijación x 40 test.,Kit de inmunofijación por 40 test hidra., - ,Kit, - ,18 de Febrero de 2011 09:46,267
2299,Lyse III (1 x 5 lts.) Coulter Max.,Lyse III (1 x 5 lts.) Coulter Max., - ,Bidon, - ,22 de Diciembre de 2011 11:53,485
2300,Cellcheck-400 Sysmex x 10 ml / 50 amp. cod. 814-0012-9,"Cellcheck-400, 10 ml. x 50 ampollas cod.814-0012-9 para contador hematologico sysmex f 500.", - ,Envase, - ,6 de Junio de 2012 12:17,485
2301,Palanca de aspiración Shimadzu,Palanca de aspiración Shimadzu cod 20645004, - ,Unidad, - ,6 de Junio de 2012 12:33,485
2302,Sulfolyse p/sysmex-k,"Hemolizante libre de cianuro,sulfolyser, en envases x 5 lts.para equipo sysmex.", - ,Litros, - ,6 de Junio de 2012 12:24,485
2303,Stromatolyser WH para Sysmex kX-21N.,STROMATOLYSER WH 3 X 500 ML ., - ,Envase, - ,6 de Junio de 2012 12:28,271
2304,Control Eigthchek para Sysmex.,Control Hematológico Eightcheck para Sysmex., - ,Envase, - ,22 de Diciembre de 2011 11:55,271
2305,Vasos descartables p/contador 40 ml.,Vasos descartables tipo toa para contador hematologico sysmex de 40 ml. de volumen final, - ,Unidad, - ,6 de Junio de 2012 12:17,485
2306,Stromatolyser FB para Sysmex x 5 lts.,STROMATOLYSER FB X 5 LITROS PARA SYSMEX SF 3000, - ,Bidon, - ,13 de Junio de 2012 10:32,271
2307,Stromatolyser FD I Sysmex SF 3000 x 5 lt.,STROMATOLYSER FD I X 5 LITROS PARA SYSMEX SF 3000., - ,Litros, - ,6 de Junio de 2012 12:17,485
2308,Stromatolyser FD II por 1.5 litros.,"Stromatolyser FD II x 1,5 litros para Sysmex SF 3000.", - ,Litros, - ,6 de Junio de 2012 12:17,485
2309,Control Hematológico @check para XT1800i y XS1000,Control Hematológico para Sysmex SF- Check (EIGHTCHECK), - ,Equipo, - ,6 de Junio de 2012 11:46,271
2310,Sulfolyser 3x500 ml.,SULFOLYSER 3 X 500ML., - ,Envase, - ,6 de Junio de 2012 12:17,485
2311,Tubuladuras Sysmex F-500 Cod. 442-5279-4.,Tubuladura de silicona de 1/32 pulgadas por 3/32 F7391 cat. 442-5279-4 para contador hematologico sysmex f 500., - ,Set, - ,22 de Diciembre de 2011 11:57,271
2312,Botella drenaje N° 4 para Sysmex,Botella drenaje N° 4 para Contador Sysmex F-500 cat.813-0292-1., - ,Envase, - ,6 de Junio de 2012 11:44,271
2313,Solucion de lavado para SEBIA,Solucion de lavado (10 VIALES POR 10 ML)para SEBIA, - ,Envase, - ,18 de Febrero de 2011 09:46,267
2314,Cubitainer Spout kit Sysmex.,Cubitainer spout kit cod. 752-2102-b para contador hematologico sysmex f 500., - ,Kit, - ,6 de Junio de 2012 12:17,485
2315,Detergente Manoresch / Labix para Sysmex.,Detergente Manoresch / Labix para Sysmex F 500 x 5 litros, - ,Litros, - ,6 de Junio de 2012 12:17,485
2316,Histan HS 10 Sysmex 10 ml / 50 ampollas cod. 762-0032-2,"Histan hs10, 10 ml/50 ampollas, cod 762-0032-2 para contador hematologico sysmex f 500.", - ,Envase, - ,6 de Junio de 2012 12:17,485
2317,Lámpara mercurio Sysmex.,Lampara de mercurio para contador hematologico sysmex f 500., - ,Unidad, - ,6 de Junio de 2012 12:17,485
2318,Lisante concentrado 50-60 ml.,Lisante concentrado Wiener 50-60 ml. -, - ,Envase, - ,6 de Junio de 2012 12:17,485
2319,Papel Térmico Sysmex 58 mm.,Papel térmico de 58 mm para Sysmex F 500., - ,Rollo, - ,22 de Diciembre de 2011 11:57,271
2320,Pipeta de vidrio N° 6 Sysmex.,Pipeta de vidrio nro. 6 para Sysmex F 500 cat.853-9071-6, - ,Unidad, - ,22 de Diciembre de 2011 11:57,271
2321,Quick-Lyser Sysmex 6 ml / 50 ampollas cod. 784-0182-0,"Quick-lyser, 6 ml/ 50 ampollas, cod 784-0182-0 (qly - 200 a) para contador hematologico f 500.", - ,Envase, - ,6 de Junio de 2012 12:17,485
2322,Recipientes dilucion Sysmex x 100 cod. 794-0182-5-db1,Recipientes de polietileno para dilucion de muestras para contador hematologico tipo toa., - ,Unidad, - ,6 de Junio de 2012 12:17,485
2323,Recipientes Dilución Sysmex.,Recipientes dilución Sysmex cod.794-0182-5-DB1., - ,Unidad, - ,6 de Junio de 2012 12:17,485
2324,Set de Tubuladuras Sysmex F-500.,Set de Tubuladuras para Sysmex F 500, - ,Set, - ,22 de Diciembre de 2011 11:57,271
2325,Sulfolyser x 5 lts.,SULFOLYSER X 5 LITROS PARA CONTADOR HEMATOLOGICO SYSMEX SF 3000., - ,Litros, - ,22 de Diciembre de 2011 11:57,271
2326,Colesterol Sera Pack,Colesterol Sera Pack 6x 100 ml para Tech RA- 1000, - ,Equipo, - ,3 de Enero de 2012 11:59,485
2327,Agente Surfactante para RA-1000,Agente Surfactante para RA-1000 2 x 15 ml., - ,Envase, - ,3 de Enero de 2012 11:59,485
2328,Albúmina Sera Pack,Albúmina Sera Pack 2x 125 ml para Tech RA-1000, - ,Equipo, - ,3 de Enero de 2012 11:59,485
2329,Amilasa Sera Pack,Amilasa Sera Pack 3 x 50 ml para Tech RA- 1000, - ,Equipo, - ,3 de Enero de 2012 11:59,485
2330,Bandejas de reacción,Cajas de Bandejas de reacción x 20 unidades para Tech. RA- 1000, - ,Envase, - ,3 de Enero de 2012 11:59,485
2331,Bilirrubina Directa Sera Pack,Bilirrubina Directa Sera Pack 2 x 125 ml para Tech RA-1000, - ,Equipo, - ,3 de Enero de 2012 11:59,485
2332,Bilirrubina Total sera Pack,Bilirrubina Total sera Pack 2 x 125 ml para Tech RA- 1000, - ,Equipo, - ,3 de Enero de 2012 11:59,485
2333,Calcio Arsenazo III,Calcio Arsenazo III pàra Tech. RA-1000, - ,Equipo, - ,3 de Enero de 2012 11:59,485
2334,"Calibrador Bayer, caja de 12 viales",Calibrador Bayer, - ,Envase, - ,3 de Enero de 2012 11:59,485
2335,Calibrador de Bilirrubina Sera Pack.,Calibrador de Bilirrubina Sera Pack., - ,Envase, - ,3 de Enero de 2012 11:59,485
2336,Calibrador para HbA1c Bayer (set point).,Calibrador para HbA1c Bayer (set point)., - ,Unidad, - ,3 de Enero de 2012 11:59,485
2337,Kit de Proteinas Séricas tipo hidragel.,Kit para la separación de proteinas séricas tipo hidragel., - ,Kit, - ,18 de Febrero de 2011 09:46,267
2338,CK-NAC SEra Pack,CK-NAC Sera Pack 2 x 62 ml para Tech RA- 1000, - ,Equipo, - ,3 de Enero de 2012 11:59,485
2339,Union tubuladuras (inlet) shimadzu cod. 206-45135,Union tubuladuras (inlet) cod. 206-45135 para espectrofotometro shimadzu., - ,Unidad, - ,6 de Junio de 2012 12:33,485
2340,Contenedor de Reactivo por 50 ml. para XT x 5 unidades.,Contenedor de Reactivo por 50 ml. para XT x 5 unidades., - ,Envase, - ,3 de Enero de 2012 11:59,485
2341,Control CK-Nac MB Sera Pack.,Control CK-Nac MB Sera Pack., - ,Envase, - ,3 de Enero de 2012 11:59,485
2342,Control Hemoglob. Glicosilada DCA-2000 sera pack y M-2300,Control de Hemoglobina Glicosilada DCA-200 para Sera Pack y M-2300., - ,Envase, - ,3 de Enero de 2012 11:59,485
2343,Control N/P para HbA1c. para RA-1000,Control N/P para HbA1c. para RA-1000, - ,Equipo, - ,3 de Enero de 2012 11:59,485
2344,Copas para suero RA-1000.,Copas para suero x 1000 unidades Tech. RA- 1000., - ,Envase, - ,3 de Enero de 2012 11:59,485
2345,Creatinina Sera Pack,Creatinina Sera Pack 2 x 125 ml para Tech RA- 1000, - ,Equipo, - ,3 de Enero de 2012 11:59,485
2346,Diskett de programas para RA-1000,Diskett de programas para RA-1000, - ,Unidad, - ,3 de Enero de 2012 11:59,485
2347,Diskette RA-1000 linea SPP,Diskette RA-1000 linea SPP, - ,Unidad, - ,3 de Enero de 2012 11:59,485
2348,Embolo Jeringa de Reactivo RA-1000.,Embolo de Jeringa de Recativo para RA-1000., - ,Unidad, - ,3 de Enero de 2012 11:59,485
2349,Ctrl Normal/ Anormal HG ADVIA 1200 cod. 80635068,Ctrl Normal/ Anormal HG ADVIA 1200 cod. 80635068, - ,Unidad, - ,18 de Febrero de 2011 09:46,259
2350,"BCL10 proteina, clon 151, cod. M-7260.","Frasco por 1 ml. de proteina BCL10, clon 151, código M-7260.", - ,Envase, - ,18 de Febrero de 2011 09:46,280
2351,CK-MB Sera Pack,CK-MB Sera Pack 2 x 62 ml para TEch RA_1000, - ,Equipo, - ,3 de Enero de 2012 11:59,485
2352,Solución de enjuague para M-1600. Kit x 2,Solución de enjuague para Metrolab 1600 Plus., - ,Unidad, - ,13 de Junio de 2012 09:30,281
2353,Tubos con EDTA 2.5-3 ml. marca Vitis.,Tubos con Edta di o tripotasico de 2.5-3 ml, - ,Unidad, - ,6 de Junio de 2012 11:42,485
2354,Solucion decolorante para sebia,Solucion decolorante(10 viales x 100 ml) para SEBIA, - ,Envase, - ,18 de Febrero de 2011 09:46,267
2355,Capilares de succion.,Capilares de succión para espectrofotómetro metrolab 1600 Plus cod. 1217., - ,Unidad, - ,7 de Septiembre de 2012 06:02,281
2356,Detergente nivel 1 y 2 para M-1600.,Detergente nivel 1 y 2 para Espectrofotómetro Metrolab 1600 plus., - ,Unidad, - ,6 de Junio de 2012 12:32,485
2357,Filtro para capilar de aspiracion.,Filtro para capilar de aspiración x 10 unidades para espectrofótometro metrolab 1600 plus., - ,Envase, - ,18 de Febrero de 2011 09:46,281
2358,Juego de fusibles. M-1600 Plus.,Juego de fusibles para espectrofotometro metrolab 1600 plus., - ,Envase, - ,6 de Junio de 2012 12:32,485
2359,Kit de fusibles para M-1600.,Kit de fusibles Cod. 3010 para Metrolab 1600 Plus, - ,Kit, - ,18 de Febrero de 2011 09:46,281
2360,Kit de tubuladuras cod. 1216 para M-1600.,Kit de tubuladuras Cod.1216 para Metrolab 1600 Plus., - ,Kit, - ,7 de Septiembre de 2012 06:02,281
2361,Kit de ventana y sellos para M-1600.,Kit de ventana y sellos para celda Cod. 1218 para Metrolab 1600 Plus., - ,Kit, - ,18 de Febrero de 2011 09:46,281
2362,Kit ventanas y sellos para celdas. M-1600 Plus.,Kit ventanas y sellos para celdas del espectrofotometro metrolab 1600 plus., - ,Kit, - ,6 de Junio de 2012 12:32,485
2363,Lámpara espectrofotómetro metrolab 1600 PLUS. (6V-10W),Lámpara espectrofotómetro metrolab 1600 plus., - ,Unidad, - ,15 de Octubre de 2014 06:11,281
2364,Acido Urico Sera Pack,Acido Urico Sera Pack 6 x 100 ml para TEch RA- 1000, - ,Equipo, - ,3 de Enero de 2012 11:59,485
2365,Papel térmico 57mm,Papel térmico 57 mm para Metrolab 1600 Plus, - ,Rollo, - ,18 de Febrero de 2011 09:46,281
2366,Union tubuladuras (outlet) shimadzu cod. 200-62050-24,Union de tubuladuras (outlet) cod. 200-62050-24 para espectrofotometro shimadzu., - ,Unidad, - ,6 de Junio de 2012 12:33,485
2367,Solucion de lavado para Metrolab 1600 Plus - Kit x 2,"Solución de lavado para Metrolab 1600 Plus, soluciones 1 y 2.", - ,Envase, - ,13 de Junio de 2012 09:30,281
2368,Solución de limpieza 1. M-1600 Plus.,Solucion de limpieza 1 para espectrofotometro metrolab 1600 plus., - ,Envase, - ,6 de Junio de 2012 12:32,485
2369,Solución de limpieza 2. M-1600 Plus.,Solucion de limpieza 2 para espectrofotometro metrolab 1600 plus., - ,Envase, - ,6 de Junio de 2012 12:32,485
2370,Tubuladura para bomba.,Tubuladura de la bombaperistáltica para espectrofotometro metrolab 1600 plus., - ,Unidad, - ,16 de Diciembre de 2014 07:20,281
2371,Fusible 1.6a.,Fusible 1.6a. para espectrofotometro shimadzu., - ,Unidad, - ,6 de Junio de 2012 12:33,485
2372,Kit detergente completo shimadzu cod. 206-45248-01,Kit de detergente completo cod.206-45248-01 para espectrofotometro shimadzu., - ,Kit, - ,6 de Junio de 2012 12:33,485
2373,Lampara halogena shimadzu cod. 062-65005,Lampara halogena cod.062-65005 para espectrofotometro shimadzu., - ,Unidad, - ,6 de Junio de 2012 12:33,485
2374,Papel termico en rollo cod ftp-040 p 0020-shimadzu cl 770,Papel termico en rollo cod.ftp-040 p 0020 para espectrofotometro shimadzu, - ,Rollo, - ,6 de Junio de 2012 12:33,485
2375,Tapa bomba peristaltica shimadzu cod. 206-10594,Tapa de bomba peristaltica cod. 206-10594 para espectrofotometro shimadzu., - ,Unidad, - ,6 de Junio de 2012 12:33,485
2376,Tubuladura bomba peristal shimadzu cod. 206-45136-01 paq x 5,Tubuladura de bomba peristaltica cod. 206-45136-01 paq. por 5 para espectrofotometro shimadzu., - ,Unidad, - ,6 de Junio de 2012 12:33,485
2377,Kit deteccion e identificacion Bence Jones en orina,Kit deteccion e identificacion Bence Jones en orina, - ,Equipo, - ,18 de Febrero de 2011 09:46,267
2378,Microcubetas para Metrolab 1600,Microcubetas para Metrolab 1600, - ,Unidad, - ,6 de Junio de 2012 12:32,485
2379,"Finntips start 1,25 ml x 100 unidades Stago","Finntips start 1,25 ml x 100 unidades Stago", - ,Envase, - ,18 de Febrero de 2011 09:46,282
2380,Diluyente Cellpack x 20 litros para Sysmex.,Diluyente cellpack por 20 lt. para contadores hematológicos Sysmex., - ,Bidon, - ,13 de Junio de 2012 10:33,271
2381,Control Sta - HBPM/LMWH 6X2X1 ML.,Control Sta - HBPM/LMWH 6X2X1 ml., - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2382,Cubeta STA 6 x 1000 unidades.,Cubeta STA6x1000 unid. para Coagulómetro STA Compact, - ,Envase, - ,4 de Octubre de 2013 09:58,282
2383,D-Di Test (Dimero D x 60 det),Reactivo D-Di Test (Dimero D x 60 det) para Coagulómetro STA Compact, - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2384,Detergente STA Cleaning Solution 2500 ml.,Reactivo Detergente STA Cleaning Solution 2500 ml. para Coagulómetro STA Compact. cajas por 6 unidades, - ,Envase, - ,18 de Febrero de 2011 09:46,282
2385,Diluent buffer sta 12 x 15 ml.,Buffer diluyente stago 12 x 15 ml., - ,Envase, - ,18 de Febrero de 2011 09:46,282
2386,Diluyente STA Desorb U para STA Compact,Reactivo Diluyente STA Desorb U para Coagulómetro STA Compact, - ,Envase, - ,18 de Febrero de 2011 09:46,282
2387,Diluyente STA Owren Koller,Reactivo Diluyente STA Owren Koller para Coagulómetro STA Compact., - ,Envase, - ,18 de Febrero de 2011 09:46,282
2388,Factor VIII Stago,Factor VIII (6 x 1 ml.) Difecient VIII Stago., - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2389,Factor XII STA,FACTOR XII STA, - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2390,Control Preciclot I/II para STA Compact,Reactivo Control Preciclot I/II para coagulómetro STA Compact, - ,Envase, - ,18 de Febrero de 2011 09:46,282
2391,Fibrinogeno STA FIB 2 (12 viales x 5ml),Reactivo Fibrinogeno STA FIB 2 (12 viales x 5 ml) para Coagulómetro STA Compact, - ,Envase, - ,18 de Febrero de 2011 09:46,282
2392,Cleaner Solution 6 x 2500 ml.,Cleaner Solution 6 x 2500 ml., - ,Envase, - ,18 de Febrero de 2011 09:46,282
2393,Heparina STA Staclot 4x1 Ml.,Heparina STA Staclot 4x1 Ml., - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2394,Homocisteina,Reactivo Homocisteina para Coagulómetro STA Compact, - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2395,Imanes para coagulometro.,Imanes para coagulometro., - ,Unidad, - ,18 de Junio de 2015 09:24,282
2396,Liatest B-2 Glycoprotein 1,Reactivo Liatest B-2 Glycoprotein 1 para Coagulómetro STA Compact, - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2397,PTT - LA,Reactivo PTT - LA para Coagulómetro STA Compact, - ,Envase, - ,18 de Febrero de 2011 09:46,282
2398,Refrigerante Glicol Liquid Cooling para STA Compact,Reactivo Refrigerante Glicol Liquid Cooling para Coagulómetro STA Compact, - ,Envase, - ,18 de Febrero de 2011 09:46,282
2399,RVV Vial p/60 det.,Reactivo RVV Vial p/60 det. para Coagulómetro STA Compact, - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2400,"Solución Cloruro da Calcio 0,025 M para STA Compact","Reactivo Solución Cloruro da Calcio 0,025 M para Coagulómetro STA Compact", - ,Envase, - ,18 de Febrero de 2011 09:46,282
2401,STA - APTT (Silica) caja de 12 viales x 5 ml.,Reactivo STA - APTT (Silica) en cajas de 12 viales de 5 ml. para Coagulómetro STA Compact., - ,Envase, - ,18 de Febrero de 2011 09:46,282
2402,STA Control VwF N Y P,Reactivo STA Control VwF N Y P para Coagulómetro STA Compact, - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2403,STA Factor IX (x 120 det),Reactivo STA Factor IX (x 120 det) para Coagulómetro STA Compact, - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2404,FDP Plasma (PDF x 60 det),Reactivo FDP Plasma (PDF x 60 det) para Coagulómetro STA Compact, - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2405,Plasma control normal,Plasma control normal para uso en el coagulometro il acl 1000, - ,Envase, - ,20 de Diciembre de 2011 11:22,485
2406,Rollo papel termosensible stago 10.5 cm ancho,"Rollo papel termosensible de 10,5 cm de ancho, para coagulometro st4.", - ,Rollo, - ,16 de Agosto de 2013 06:54,258
2407,Strips 8 (ocho) cubetas stago envase x 150 unid.,Strips 8 (ocho) cubetas para coagulometro stago st4 por 150 unid., - ,Envase, - ,3 de Enero de 2013 05:23,258
2408,Viales de control coagulacion normal p/stago,"Viales de control coagulacion normal para control de calidad de tiempo de protrombina, kptt y fibrinogeno para uso en coagulometro stago st4.", - ,Envase, - ,4 de Junio de 2012 11:25,485
2409,Viales de control coagulacion patologica p/stago,Viales de control de coagulacion patologica para coagulometro stago st4., - ,Envase, - ,4 de Junio de 2012 11:25,485
2410,Viales dosaje anticoagulante lúpico cod.00599 x 2 ml.,Viales para dosaje de anticoagulante lupico cod.00599 x 2 ml. para ser usado coagulometro stago st4., - ,Unidad, - ,4 de Junio de 2012 11:25,485
2411,Copas de muestra 2 ml para coag. ACL 1000 cajas por 1000 unidades,Copas de muestra 2 ml para coag. ACL 1000 cajas por 1000 unidades, - ,Envase, - ,20 de Diciembre de 2011 11:22,485
2412,Copas para muestras por 0.5 ml ACL-1000.Caja por1000,"Copas de muestras para coagulometro il acl 1000 x 0,5 ml caja por1000", - ,Envase, - ,20 de Diciembre de 2011 11:22,485
2413,Diluyente de muestra,Diluyente de muestra cod.9756810 para ser usado en el coagulometro il acl 1000, - ,Envase, - ,20 de Diciembre de 2011 11:22,485
2414,Dosaje de Trombina para IL 4x5 ml.,Dosaje de Trombina para IL 4x5 ml., - ,Envase, - ,20 de Diciembre de 2011 11:22,485
2415,Emulsion de referencia,Emulsion de referencia cod.97569804 para ser usado en el coagulometro il acl 1000, - ,Envase, - ,20 de Diciembre de 2011 11:22,485
2416,Control Preciclot Plus II Stago.,Control Preciclot Plus II stago., - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2417,Plasma calibrador,Plasma calibrador (1 caja por 10 viales), - ,Envase, - ,20 de Diciembre de 2011 11:22,485
2418,STA Factor VIII (x 120 det),Reactivo STA Factor VIII (x 120 det) para Coagulómetro STA Compact, - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2419,Plasma control patologico nivel i,Plasma control patologico nivel i para ser usado en el coagulometro il acl 1000, - ,Envase, - ,20 de Diciembre de 2011 11:22,485
2420,Plasma control patologico nivel ii,Plasma control patologico nivel ii para ser usado en el coagulometro il acl 1000, - ,Envase, - ,20 de Diciembre de 2011 11:22,485
2421,PT- Fibrinogeno recombinante 10 x 8 ml IL,PT- Fibrinogeno recombinante 10 x 8 ml IL, - ,Envase, - ,20 de Diciembre de 2011 11:22,485
2422,Rotores caja x 100,Caja de rotores x 100 unidades cod.680000 para ser usado en el coagulometro il acl 1000, - ,Envase, - ,20 de Diciembre de 2011 11:22,485
2423,Anticuerpos anticardiolipina IgG x 96 determinaciones.,Reactivo Anticuerpos anticardiolipina IgG para Coagulómetro STA Compact., - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2424,Anticuerpos Anticardiolipina IgM x 96 determinaciones.,Reactivo Anticuerpos Anticardiolipina IgM Elisa por 96 determinaciones., - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2425,Antifosfatidilserina IgG,Reactivo Antifosfatidilserina IgG para Coagulómetro STA Compact., - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2426,Antifosfatidilserina IgM,Reactivo Antifosfatidilserina IgM para Coagulómetro STA Compact, - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2427,Antitrobina STA Stachrom ATIII 3,Reactivo Antitrobina STA Stachrom ATIII 3 para Coagulómetro STA Compact, - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2428,Asserachrom tPA,Reactivo Asserachrom tPA para Coagulómetro STA Compact, - ,Equipo, - ,18 de Febrero de 2011 09:46,282
2429,Calibrador STA Unicalibrador,Reactivo Calibrador STA Unicalibrador para Coagulómetro STA Compact., - ,Envase, - ,18 de Febrero de 2011 09:46,282
2430,Papel para impresora,Papel para impresora para ser usado en coagulometro il acl 1000, - ,Rollo, - ,20 de Diciembre de 2011 11:22,485
2431,Fusible para Technicom RA -50,Fusible para Technicom RA_ 50, - ,Unidad, - ,6 de Junio de 2012 11:42,485
2432,Capilar de aspiración M1600 Plus,Capilar de aspiración M1600 Plus, - ,Unidad, - ,6 de Junio de 2012 11:42,485
2433,Control Hematológico,Control Hematológico alto+normal+bajo J.T. Baker, - ,Envase, - ,6 de Junio de 2012 11:42,485
2434,Control p/recuento de rojos y plaquetas yz-0032,"Control para recuento de rojos y plaquetas yz-0032, pack de 2, para contador hematologico meck de nihon kohden.", - ,Envase, - ,6 de Junio de 2012 11:42,485
2435,Control para recuento de rojos y plaquetas,"Control para recuento de rojos y plaquetas yz-0032, pack de 2, para ser utilizado en contador hematologico meck/nihon kohden 8118 k.", - ,Envase, - ,6 de Junio de 2012 11:42,485
2436,Copas para suero x 1000 p/technicon ra-500,Copas para suero para uso en autoanalizador technicon ra-500 por 1000., - ,Envase, - ,6 de Junio de 2012 11:42,485
2437,Cubeta de flujo para Technicom RA-50,Cubeta de flujo para Technicom RA-50, - ,Unidad, - ,6 de Junio de 2012 11:42,485
2438,Cubeta desechable,Cubeta desechable para Technicom RA-50 x 100 unidades, - ,Unidad, - ,6 de Junio de 2012 11:42,485
